"gpu_quota","throughput","req_count","avg_latency","p90_latency","p95_latency"
3,6.961965927662771,418,143.24893944258375,142.4279185,142.8761691
4,7.016784591281972,422,142.1240443056872,142.5276964,143.2244111
5,13.376748680073105,803,74.40678277708601,74.8437446,75.3369332
6,13.344262481998868,801,74.56539111610483,75.051914,75.571174
7,13.38064713496937,803,74.36639692403486,74.93904859999999,75.3055943
8,19.22627893313216,1154,51.649713090987824,52.1300737,52.53632765
9,19.229447549450086,1154,51.62595668457549,52.3157718,52.82530445
10,24.569342382327584,1475,40.33527297762712,40.9516608,41.3599892
15,35.07307966179273,2105,28.153499618527327,28.774223,29.2331648
20,42.56175997743879,2554,23.139534691464384,24.1222505,24.6206182
25,48.18370362256098,2892,20.386404302558756,21.433273,22.284907699999998
30,51.34139506239095,3081,19.139202703343102,20.758373,21.671157
35,51.89295177993546,3114,18.924061086062924,20.6806373,21.43266055
40,50.16593604328534,3010,19.55930413355485,21.3958692,22.13049835
45,53.75085671665641,3226,18.235401307811536,20.941685999999997,22.04003375
50,52.95527006767591,3178,18.507967196979198,21.085165,21.838019550000002
55,52.63259120414805,3158,18.635689832172318,20.8825028,21.86735114999999
60,51.58282045222729,3095,19.019683076898232,20.7011346,21.800211299999994
65,54.67245427761282,3281,17.95256055440418,20.032071,20.858297
70,53.93240483484944,3236,18.168901891532748,20.546360999999997,21.44054625
75,52.35709826297708,3142,18.72203788542329,20.604224300000002,21.5042777
80,51.06696990331364,3065,19.215174625774846,21.0128536,22.092212
85,53.34940572496481,3201,18.3694448256795,20.947224,21.816832
90,52.8355161145501,3171,18.561243966256722,20.825662,21.6750595
95,51.60277152215534,3097,19.012834049725555,21.527856,22.466019999999993
100,53.65074720771728,3220,18.265358974223624,21.3751801,22.273594449999997
