"gpu_quota","throughput","req_count","avg_latency","p90_latency","p95_latency"
3,22.68601849375031,1362,43.71779880396473,44.084578099999995,44.48840225
4,22.758608774506023,1366,43.571980733528555,43.896282,44.13519525
5,41.10716548049899,2467,23.960110144304775,24.3796202,24.823954999999998
6,41.21446167922868,2473,23.89758055479172,24.3068964,24.7210512
7,41.02067517475526,2462,24.006888119415116,24.4089791,24.862382750000002
8,55.476011735974645,3329,17.66837819315113,18.1702358,18.5245488
9,55.990589718509774,3360,17.50539254523808,18.114277400000002,18.39807225
10,67.25096040101364,4036,14.511013613726432,15.0321215,15.464392
15,82.91070257371511,4975,11.685963316984925,12.0812284,12.514140800000003
20,97.47330378037609,5849,9.893325326893507,10.4284462,10.8787822
25,103.95405111315316,6238,9.243579967938402,9.6987667,10.1249509
30,109.47687053232137,6569,8.754438602679237,9.366502,9.8058746
35,114.02032183399471,6842,8.398842809266268,9.1269844,9.51294895
40,113.51366300622449,6811,8.434016165908094,9.079148,9.5408355
45,113.76200148986113,6826,8.414063021242313,9.045287,9.453011499999999
50,111.64933577949323,6699,8.585745348708757,9.2617964,9.782897199999999
55,113.39183439698358,6804,8.437101800117597,9.0645551,9.437631249999997
60,115.922629339139,6956,8.25430757432429,9.079704,9.53389975
65,114.27085965580028,6857,8.377060004812625,9.053395,9.433644999999999
70,115.12271671831628,6908,8.319981589316738,8.986856900000001,9.43981865
75,114.87233705442377,6893,8.337435863339643,8.9189806,9.4097106
80,116.72066788223025,7004,8.193688895202724,8.874075699999999,9.28065575
85,114.38640829812272,6864,8.370513023018665,9.0622539,9.527053699999998
90,115.3637796015593,6922,8.292699837474734,8.993181199999999,9.405645349999999
95,113.74142531640327,6825,8.416632424761898,8.9298122,9.312013999999998
100,113.58690127023931,6816,8.433728839055181,9.03175,9.47990225
