"gpu_quota","throughput","req_count","avg_latency","p90_latency","p95_latency"
3,16.95050624837527,1018,58.6431688555992,58.9481709,59.4482797
4,16.975500462827075,1019,58.55327544749751,58.7438706,59.0909186
5,31.487246461320776,1890,31.39648868412697,31.854064100000002,32.38979185
6,31.609876792428935,1897,31.27644496257253,31.8503068,32.3094172
7,31.570518128115285,1895,31.31435463482845,31.7687298,32.2215278
8,42.58367288397174,2556,23.121147793035973,23.568397500000003,23.99453625
9,42.32919947076788,2540,23.25301443700786,23.7216218,24.255779899999997
10,53.61942419911016,3218,18.29102746364205,19.033265800000002,19.3179361
15,67.6133189915092,4057,14.43481657382305,14.9995146,15.452608
20,78.26902531328606,4697,12.404942031509501,12.8498178,13.3004082
25,83.91933808434118,5036,11.537858222001566,12.079743,12.67986175
30,92.43977900450598,5547,10.443715193978738,11.374926400000001,11.9555514
35,92.59716961781187,5556,10.427752776637886,11.448298,12.019417749999999
40,93.05508959456787,5584,10.364704201468497,11.186417,11.69968395
45,95.94972387721772,5758,10.043507709795028,10.9719839,11.4831089
50,96.36358602721526,5782,10.00676164527843,10.964834900000001,11.468086349999998
55,95.24745439113462,5715,10.126579826421674,11.171161,11.824144700000002
60,93.65432283804707,5620,10.285849618861251,11.410184400000002,12.034542499999999
65,94.65210753346902,5680,10.192176119542271,11.2532441,11.80768155
70,96.8382910820928,5811,9.942424270521403,11.3564,11.834413000000001
75,96.9003250486243,5815,9.953659756835773,11.447089400000001,12.189311100000003
80,93.58821931304794,5616,10.295235399038459,11.264865499999999,11.87170525
85,95.06895633710437,5705,10.13809729658195,11.1737746,11.7912058
90,96.79075620854161,5808,9.96267433006199,11.3522442,11.884290799999999
95,96.42533591079113,5786,10.000183230038001,11.051082000000001,11.60984525
100,94.23732659051204,5655,10.225201607780704,11.2563646,11.758610000000001
