"mig_profile","throughput","req_count","avg_latency","p90_latency","p95_latency"
7g.40gb,36.483342465291926,2190,27.205609930137012,28.3867023,29.039632749999996
4g.20gb,26.348124093487186,1581,37.73942119860846,37.992848,38.136116
3g.20gb,26.426393420199393,1586,37.63551627238341,37.702753,37.86388975
2g.10gb,15.341097399586129,921,64.98389202497286,64.988582,65.159543
1g.10gb,11.573083865962392,695,86.184737228777,86.191465,86.39413069999999
1g.5gb+me,9.133512595288853,549,109.27342746265931,108.8004588,108.9692318
1g.5gb,9.141079197044798,549,109.18467450455383,108.9076744,109.20219399999999
