"gpu_quota","throughput","req_count","avg_latency","p90_latency","p95_latency"
3,6.970144571567205,419,143.0444006587112,143.43426499999998,143.9423031
4,6.970385260800401,419,143.01004037708822,143.3535964,143.77392070000002
5,13.457526666244982,808,73.90678296534661,74.1954894,74.62203434999999
6,13.481621918051388,809,73.77760141409145,74.0607964,74.3070498
7,13.476932305756144,809,73.8429507416564,74.14455339999999,74.61449199999998
8,19.343289335150388,1161,51.32942761498714,51.826663,52.476693
9,19.358437835147406,1162,51.28741032271942,51.6239648,52.0077427
10,26.78549481929434,1608,36.96472197139301,41.6928178,42.62089445
15,30.87691360049669,1853,32.007607890987586,33.3534596,34.191247
20,34.297872591565984,2058,28.774937836734672,31.4155204,32.636362899999995
25,34.5404260789427,2073,28.578145273034306,30.482225,31.534372799999996
30,35.88749340234175,2154,27.48569706174556,30.931393500000002,32.1875384
35,36.90836986750135,2215,26.72214606501129,30.551379,31.65283079999999
40,36.110873701928156,2167,27.323028277803463,30.7548776,31.9528498
45,36.80944293250836,2209,26.80200835989136,30.9686822,32.277046399999996
50,36.826154062323496,2210,26.79198298416286,30.671927600000004,32.25526099999999
55,37.22341846140541,2234,26.493724705461073,30.374827200000002,31.5551038
60,37.43553356028132,2247,26.339721696929203,30.335744,31.95902419999999
65,36.11076650084318,2167,27.311315721735166,31.0533126,32.4177619
70,36.690569897350656,2202,26.886268696639448,30.7911291,32.25499814999999
75,36.80633603787078,2209,26.79519637980989,30.6922792,31.8078826
80,37.70361835992183,2263,26.149713467079064,30.458757799999997,31.7222579
85,38.473878860450554,2309,25.62470433737549,30.1256762,31.243610399999998
90,38.735685373374686,2325,25.447543243440933,30.214276,31.0819554
95,37.01823204788496,2222,26.643823539603954,30.822322800000002,32.50527165
100,35.430950532819644,2126,27.84921803998122,31.220126999999998,32.7404235
