"mig_profile","throughput","req_count","avg_latency","p90_latency","p95_latency"
7g.40gb,31.42371929721603,1886,31.61807782555674,32.874354,33.85942325
4g.20gb,22.801372151886035,1369,43.648256696859015,44.1322476,44.3594074
3g.20gb,20.680158307938974,1241,48.15097187268328,48.114867,48.304132
2g.10gb,11.730225169509552,704,85.04338894318184,84.7910445,85.10725939999999
1g.10gb,8.23939949360663,495,121.14471796969708,120.8690006,121.4934988
1g.5gb+me,6.759499014906292,406,147.69181339655162,147.102934,147.66073799999998
1g.5gb,6.803472716972708,409,146.75552245232285,146.3303828,146.7003616
